"","ROW_NAMES","SARS.CoV2_E","SARS.CoV2_M","SARS.CoV2_N","SARS.CoV2_nsp1","SARS.CoV2_nsp2","SARS.CoV2_nsp4","SARS.CoV2_nsp5","SARS.CoV2_nsp5_C145A","SARS.CoV2_nsp6","SARS.CoV2_nsp7","SARS.CoV2_nsp8","SARS.CoV2_nsp9","SARS.CoV2_nsp10","SARS.CoV2_nsp11","SARS.CoV2_nsp12","SARS.CoV2_nsp13","SARS.CoV2_nsp14","SARS.CoV2_nsp15","SARS.CoV2_orf3a","SARS.CoV2_orf3b","SARS.CoV2_orf6","SARS.CoV2_orf7a","SARS.CoV2_orf8","SARS.CoV2_orf9b","SARS.CoV2_orf9c","SARS.CoV2_orf10","SARS.CoV2_Spike","clusterNum","tsne1","tsne2"
"1","MMP24OS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064142,0,0,2,11.8825315723759,36.997808097964
"2","ESYT2",0,9.843679,0,0,0,0,0,0,-0.5426739,0,0,0,0,-0.2777941,0,0,0,0,0,0,-0.1285107,0,16.13571,0,19.21719,0,0,2,37.6012061317955,27.1570972879237
"3","MED19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.293838,0,1.941813,0,0,0,0,0,0,0,0,1,-15.3348984711109,15.8776957986605
"4","TMEM223",0,0,0,0,0,0,0,0,0,2.833876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7710634,0,0,3,38.8790021181812,-7.87820067073548
"5","TMEM120B",0,0.3323741,0,0,0,0.2433109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.999151,0,0,2,30.6747749446426,34.9942996489214
"6","FAM168B",0,0,0,0,0,0,0,0,1.455906,0,0,26.57753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.702573,4,-38.8282936831956,-27.5181747633926
"7","ILVBL",0,2.273687,0,0,0,-0.00966548,0,0,3.211048,1.114537,0,0,0,0,0,0,0,0,0,0,0,0,-0.2642463,0,3.44639,0,0,2,14.2472494345566,17.2598960068154
"8","FAM234B",0,0,0,0,0,0.7269482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.433533,0,0,0,0,5,19.6404355994186,-22.3922173768015
"9","SBNO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.65817,0,0,0,0,0,0,0,0,0,0,0,0,8,6.43095421513794,-56.4656872361665
"10","TUBAL3",0,0.1849043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4157676,0.9691242,0,0.6502467,0,0,5,19.2320048391327,-17.1339565128564
"11","FBLL1",0.5058744,-0.09423222,0,0,0.3093735,0,0,0,0,0,0.1300544,1.221658,0,1.156895,0,0,0,0,0.214839,0.7530441,0,0,0.4023924,0,0,0,0.4732876,1,-4.89162838072148,-11.8590775965429
"12","UNC119B",0,0,0,0,0,0,0,0,0,0,0,5.004608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-17.4139996783068,-27.9898687644492
"13","METTL15",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7498791,0,2.12698,0,0,0,0,0,0,0,0,0,0,0,4,-28.0304759771233,-26.2467803521092
"14","TBKBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26897,0,0,0,0,0,0,0,0,0,0,0,4,-30.1426384977155,-39.7621287046815
"15","CEBPZOS",0,0,0,0,0,0,0,0,0,5.588988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43.2498806958513,-10.0537213408049
"16","TMCO5B",0,0,0,0,0,0,0,3.765946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-24.9167779393359,-10.1854101834268
"17","MCRIP1",0,0,1.73548,0,0,0,0,0,0,0,0,0,0,0,0,0.4301538,0,0,0,0,0,0,0,0,0,0,0,7,-32.9989695649633,18.6053151327965
"18","C11orf98",0,0,0,0,0,0,0,0,3.31017,0,0,0,0,0,0,0,0,0,3.567626,0,0,0,0,0,0,5.112348,0,6,15.4674963856675,-8.47832931510504
"19","SLC35A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.447117,0,0,2,22.9107059435624,37.8049305020255
"20","MIEF1",0,0,0,0,1.206606,0.2702971,0,0,1.760748,0.281901,0,2.379072,0,0,0,-0.02649727,0,0,0,0,0,0,0,0,0,0,0.5245116,4,-14.9445393234091,-26.6746296459795
"21","DNASE2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.241931,0,0,0,0,5,26.8172761695816,-29.0316426934176
"22","AGPS",0,-0.3776626,0,0,0,0,0,0,0,22.90354,0,0,0,0,0,0,0,0,0,0,0,0,2.302161,0,-0.4919346,0,0,3,50.5722021825232,-11.0909261885913
"23","UBXN8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51126,0,0,2,29.6211350544809,35.6905568524851
"24","KIF2A",0.9899706,0,0,2.868528,1.282588,0,0,0,3.932627,0,0,0,0,1.363617,0,0.5250214,0,0,0,1.4918,2.096994,0,0,0,0,0,1.779298,6,-4.35057292958771,9.14459421008605
"25","TK2",0,0,0,0,0,0,0,0,0,0,0,27.58179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-38.9077596129131,-27.5218112375785
"26","MYO1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0891,0,0,0,0,0,0,0,0,0,0,0,4,-30.1967273877302,-40.1599279900639
"27","SNAP23",0,0,0,1.11187,0,0,0,0,0,0,0,0,0,0,0,0.883418,0,0,0,0,0,0,0,0,0,0,3.388736,1,-11.9492235218929,0.362841801607871
"28","HAX1",-0.05186717,21.97389,0,0,0,-0.5460489,0,0,-0.7130273,1.763234,-1.423375,0,0,-0.1913642,-0.436376,0,0,0,-0.6427572,3.53042,0,3.480569,-1.248682,0,1.870651,10.5273,0,2,38.2465549326851,12.7722064439173
"29","GTPBP1",2.445442,0,0,0,1.849984,0,0,0,0,0,1.521768,0,0,0,0,2.740234,0,0,0,0,0,0,0,0,0,0,0,1,-12.2068388371609,-9.34866350327666
"30","C11orf58",0,0,0,0,0,0,1.374636,0,2.166213,0,0.01538306,0,0,0,0,0,0,0,0.3998665,0,0,0,0,1.574811,0,0,0,6,-1.83255343651518,6.46898839229908
"31","AP3B1",19.20468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1009607,0,0,0,0,0,0,0,0,0,0,0,1,-16.7312813671217,-8.80366879911718
"32","NDUFS8",0,0.3195338,0,0,0,0,0,0,0,0,0.2441216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9235854,0,0,2,9.48466217873058,22.8505620377703
"33","GET1",0,0,0,0,0,0,0,0,0,0.5713023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45053,0,0,2,14.6046212783092,35.6874106214674
"34","PGRMC1",0,4.874245,0,0,2.983969,3.385935,0,0,-0.05304968,12.99978,-1.555525,0,0,0,0,0,0,0,-0.5299041,0,0.7104501,-0.6274179,-0.911807,0,6.227877,0.1786218,0,3,49.0165196600758,-8.41998923894493
"35","CDC7",0,0.3715156,0,0,0,0,0,0,0,0.6402596,-0.3186707,0,0,0.1870868,0,0,0,0,0,0,0,-0.01239527,3.251134,0,1.533358,0.1448633,0,5,28.6597345678661,-23.9147471149339
"36","PDHX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.345766,0,0,0,0,1.089941,0,0,0,0,1,-18.6133931454993,-15.7635113325045
"37","SLC33A1",0,0.9707125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551319,0,0,2,13.4246914469069,22.6421454327831
"38","IPO5",0,18.40612,0,0,0.03624368,0,0,0,-0.01082972,0.3934897,0,0,0,0,0,0,0,0,-0.6330655,0,0,46.45155,0,0,-0.8476076,0,0,2,40.4227254086153,20.4742845423607
"39","POLRMT",0,0,0,0,0,0,0,0,0,0,19.90653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-50.3811316419852,28.3346783224875
"40","SAP18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.298705,0,0,0,0,0,0,0,0,1,-18.0204722428693,15.8038857090797
"41","IGF2BP3",0,0,1.055888,0,-0.1302811,0,0,0,0,0,20.0645,0,0,-0.1035415,0,0,0,0,-0.2248156,0,0,0,2.902924,0,0,0,0,7,-51.1028991023444,28.0647958904557
"42","RTCA",0,0,0,0,0,0,0,0,0,0,0.7040893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-17.7302889989987,26.4736738371468
"43","PIK3C2A",1.414076,0,0,0,0.2662833,0.1759829,1.146518,0,0.1208741,0,0,0,0,0,0,0.2292001,0,0,0,0.7099539,0.5350373,0,-0.07859799,0.3138347,-0.2356571,0.9836827,0.4301974,1,-10.3207245051633,-4.52430697476988
"44","IFRD1",1.371309,-0.158387,0,0,0.2452187,0,0,0,1.411116,0,-0.2337992,0,1.637739,0,0,-0.141876,0,0.6654459,0.7804186,0,0,0.07247625,0,0,0,0,1.305148,1,-7.81070996709777,-2.49944683287469
"45","PLOD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.72288,0,0,0,0,5,29.794241782922,-47.0604606930492
"46","HMGN4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28339,0,0,0,0,0,0,0,0,7,-24.6811944630111,14.1419332106666
"47","NDUFA4",0.8606434,0.06465946,0,0,0,-0.008451406,0,0,0.1459424,0.4148148,0.4176769,0,1.258301,1.434595,0.3238905,0,0,0,0.3509829,0,0,0.03578116,1.909439,2.924498,-0.9552462,1.822825,0,8,3.03186373706004,-27.9262540661811
"48","PSMD14",0,0.05220266,0,0,0,1.216576,0,0,0.3103992,0,0,0,0,0,0,0,0,0,0.3612739,0,0,0.2830659,0.1109271,0,0.3808221,0,0,6,5.46800117035486,-6.52351087932307
"49","ZNF593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.791518,0,5.629978,0,0,0,0,0,3.758451,6,5.47881340984658,6.32750638576894
"50","STK25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49861,0,0,0,8,2.14377742131859,-27.0151727672357
"51","PES1",0,0,0,0,0,0,0,0,0,0,13.50571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-46.1136639136391,31.804266320993
"52","MPHOSPH10",0,0,0.2585457,0,0,0,0,0,0,0,5.385578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-33.8135376274289,35.5824392622458
"53","NOP56",0.9729094,0,16.37735,0,0,0,0,0,-0.5463743,0,31.78205,1.160008,0,0,0,0,0,0,7.936191,3.878574,0,0,-1.755296,0,-2.739802,1.093251,0,7,-50.2280171971053,21.6962529790536
"54","DDX3X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.546,0,0,0,0,0,0,0,0,0,0,4,-37.0038711925609,-12.5454399853866
"55","PPP6C",0.2771358,2.273687,0,0,0,0,0,0,-0.06477429,0.001938415,-0.09855855,0,0,0,0,0,0,0,0,0,0,0.8295489,0.7888164,0.1281863,0.5758212,0.6067603,0,2,24.0669346077969,7.46615478686367
"56","SCD",0,0.01666201,0,0,0,0,0,0,0,1.167977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.977399,0,0,2,22.1131230796578,34.5887691289861
"57","NEMP1",0,0.550763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4524283,0,0,6,9.78580328696973,-0.791697591863642
"58","TRAFD1",0,1.790809,0,0,0,0,0,0,0.3914094,0.02579538,-0.374526,0,0,0,3.334711,0,0,0,0,0,0,0.3359147,0.8849672,0,-0.3324568,1.378384,0,8,7.73019719744462,-46.7167542568701
"59","GAPDHS",0,0,0,0,0,0,0,0,0,0,0,0,6.488186,0,4.92772,0,0,0,0,0,0,0,0,0,0,0,0,8,2.39368708945676,-48.3973333354907
"60","NDUFAB1",0,-0.1373224,0,0,0,0.1759829,0,0,2.340968,0,-0.2127346,3.163339,0,0,0.2856557,0,0,0,0,0,0,0,0,0,0.9040399,0,0,4,-14.972246851822,-27.0547543526715
"61","CIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2182688,0,13.84679,0,0,0,0,0,0,0,0.2390805,0,0,0,4,-29.6963161272534,-39.1591539953961
"62","COPE",0,0.6269368,0,0,0,0,0,0,0,1.61151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.978961,0,0,2,31.7428887133842,36.7609372986013
"63","AP3D1",5.666749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109059,0,0,0,0,0,0,0,2.429077,0.2435268,0,0,1,-14.0781830619311,-7.14985561871128
"64","GOSR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3153082,2.102309,0,6,15.1356430333985,-6.92885072184201
"65","IRS4",1.348346,-1.140206,0,1.671394,-0.6799891,-0.62666,0,0,-1.055066,-0.7550768,-2.066001,0.9532645,-0.2408932,0.7280452,2.732184,0.3662175,-0.09203129,0.1731994,-0.8719228,0.2207966,0,1.418828,19.23859,-0.2462595,-0.4481712,1.803594,0.6598195,5,30.7757673319585,-43.9160446008803
"66","TOR1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.080157,0,0,0,0,5,27.6429741969901,-30.8850776758268
"67","TOR1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.540079,0,0,0,0,5,23.5870041875621,-24.4898804205995
"68","STX16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.873593,0,0,2,32.4477678578039,34.670527885141
"69","EI24",0,2.538143,0,0,0,0.02778964,0,0,0.4190178,1.228037,0,0,0,0,0,0,0,0,0.02355554,0,0.386844,0,0,0,3.132277,0.1026061,0,2,25.8482316537271,23.2481685007873
"70","RIOK3",0.9196404,2.076947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20.0891552164986,10.1092106284114
"71","IMPA2",0,0.550763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6094874,0,0,0,0,6,12.9602498270232,-2.38187136461855
"72","MAP2K7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.540079,0,0,0,0,5,23.4829602818256,-24.1000398248133
"73","ACOT8",0,-0.06532819,0,0,0,0,0,0,0,0,-0.0115325,0,0,3.863791,0.03556117,0,0,0,0,0,0,4.315617,1.611544,0,0.6596705,0,0,6,21.2825024550802,-3.24907626461824
"74","CDIPT",0.06659368,5.506974,0,0,0,-0.2202076,0,0,0.2743705,1.013073,-0.6003434,0,0,-0.1031676,0,0,0,0,-0.2244417,0,0.1388468,0.6340395,-0.05973212,0,1.321828,0.179296,0.5435283,2,30.061678746914,14.0115913028867
"75","SLC9A3R1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.64634,0,0,0,8,-1.64619977023602,-30.547505703557
"76","TPP1",0,0.6588259,0,0,0,0,0,0,0,0,1.155278,0,0,0,0.5137734,0,0,0,0,0,0,0,0.1495197,0,-0.007539382,0,0,7,-18.1798533205189,28.1412374348648
"77","TCERG1",0.4423031,0,0,0,0,0,1.126037,0,0.6783123,0,0,0,0,2.952236,0,2.747301,0,0,0,0,0.5145562,0,-0.09907901,0,0,0,0.4097164,1,-10.5979322490247,-14.1798757366855
"78","TNPO2",0,1.123234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5503971,0,0,0.2211992,0,0,6,14.5522854540472,1.2069422824928
"79","SCAMP3",0,1.159154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.977399,0,0,2,25.3206052622395,34.7831035690532
"80","BCKDK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3535,0,0,0,0,0,0,0,0,0,0,0,0,8,6.76130556464334,-54.8204816230947
"81","MGST3",0,3.382939,0,0,0.003892109,-0.1794451,0,0,5.407788,0.1678124,0,0,0,0.05818159,0,0,0,0,6.024451,0,2.894972,0,-0.6388081,0,3.51792,0,0,7,-21.5464745482094,19.0651774445871
"82","TIMM23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6811669,0,0,6,-0.0430889703461255,-4.0592857941228
"83","HAT1",0,1.061934,0,0,0,0,0,0,0,5.47931,0.2900664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43.2383129612579,-9.51518929444091
"84","UQCRQ",0,0,0,0,0.4547065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.200114,0,0,2,28.7801367354392,36.0841398373541
"85","AURKA",0,0,0,18.02273,7.458722,2.303334,0,0,3.400517,0,0,0,0,3.012668,0,0,0,0,3.009329,0,0,0,0,0,0,0,0,1,-34.3251638155122,1.97805050006248
"86","PPP1R12A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.824318,0,0,0,0,0,0,0,0,0,0,0,4,-29.541234347875,-32.120601400694
"87","SLC27A2",0,0,0,0,16.4239,0,0,0,0,0.2074376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-23.4001833158421,2.37800562672229
"88","HNRNPDL",0,0,0,0,2.117299,0,0,0,0,0,0,0,0,0,0,0,0,0,5.047956,2.051056,0,0,0,1.246814,0,0,0,1,-19.8362814156727,13.18688866744
"89","XPO1",0,32.86842,0,0,0,-0.8261874,0,0,-0.6936093,-0.672774,0,0,0,0,0,0,0,0,0,0,0,26.25879,-1.808995,-0.5006487,14.70223,-0.563684,0,2,40.4149099904138,21.2904287891571
"90","BTAF1",0,0.7795015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12.4830702664192,0.444869812504914
"91","ZNF609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.441398,0,0,0,0,0,0,0,0,0,0,0,0,8,4.49876755063297,-45.8629457033655
"92","AGPAT2",0,0,0,0,0,0.5596984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45053,0,0,2,17.178662349814,35.9584402226843
"93","SCAMP2",0,3.179411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.365552,0,0,2,26.7173918438405,21.7162986517874
"94","ARPC3",0,0,0,0,4.482008,0,0,0,3.60074,3.043084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.475427,1,-17.5449758166101,1.07789456883531
"95","BET1",0,0,0,0,0,0,0,0,0,1.104411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33.1560246089135,-9.02997178599465
"96","POLR1C",0,0,0.657157,0,0,0,0,0,0,0,4.021673,0,0,0,0,0,0,0,0.1915996,0.7298046,0,0,0,0.3336855,0,0,1.388218,7,-29.8477228405332,33.060514966585
"97","PLSCR1",0,1.668979,0,0,0,0,0,0,2.451392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-3.67868780512196,7.73446728429775
"98","PGRMC2",0,3.175077,0,0,0,1.466236,0,0,1.299239,0,0,0,0,0,0,0,0,0,0,0,0.4770535,0,0,0,1.221881,0,0,2,23.4453096411214,13.9318854116293
"99","WDR46",0,0,0,0,0.7231395,0,0,0,0,0,0,0,0,0,0,0,0,0,3.013526,0,0,0,0,0,0,0,0,1,-17.7077595756247,15.1078092172704
"100","NKRF",0,0,0,0,0,0,0,0,0,0,51.58281,0,0,0,-0.2210892,0,0,0,0,0,0,0,0,0,0,0,0,7,-53.9453817691237,21.6560480743853
"101","GNPAT",0,0,0,0,0,0,0,0,0,1.104411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33.3440776772002,-8.94245900159036
"102","LEPROT",0,1.118216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9185666,0,0,2,13.2196904809619,21.0272112969217
"103","RER1",0,3.188529,0,0,0,0,0,0,2.103311,2.440918,0,0,0,0,0,0,0,0,0,0,0.2946971,0,0,0,4.900756,0,0,2,27.2178841881931,25.0667554494385
"104","SURF4",0,7.808677,0,0,0,0,0,0,5.843712,0,0,0,0,0,0,0,0,0,0,0,0.1446977,-0.2967988,0,0,5.368878,1.29142,0,2,30.0216662920352,18.0308610082307
"105","SPTLC1",0,3.980622,0,0,0,-0.1447012,0.3050462,0,-0.9387814,9.653065,-2.198904,0,0,2.741074,0,0,0,0,0,0,-0.1476718,11.44789,4.165413,0,7.265162,1.737318,0,2,41.1423524725282,18.4306508320373
"106","SPTLC2",0,1.159154,0,0,0,0,0,0,0,4.436439,0,0,0,0,0,0,0,0,0,0,0,0.2475253,0,0,-0.08167262,0,0,3,42.3613317615798,-8.91942505245437
"107","TM9SF1",0,4.531949,0,0,0,0,0,0,-0.1292205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9381,0,0,2,35.6272004570363,27.8912053020398
"108","PPM1G",0,0,0,0,0,0,0,0,0,0,1.626786,0.7086364,0,0,0,0.262904,0,0,0,0,0,0,0,0,0,0,0,7,-19.2785293699775,30.1768916441601
"109","EIF3D",1.227986,0.009588111,1.767022,0,0,0,0,0,1.197202,0,0,0,0,0.8833195,0,0.9975005,0,0,0.6370963,0,0,0,0.1288165,0,0,0,0,7,-31.6890739492402,19.0713511299646
"110","EIF3H",0.9688665,0.02804212,0.1716443,0,0.04700095,-0.04329945,0,0.7187624,0.8104558,0.4101324,-0.4026414,0,0,0,0.06637338,-0.3400938,0,2.524505,-0.04753356,0,0.3157549,0,-0.2978803,0,-0.2699416,0,1.747799,1,-20.5476895777875,-16.6595801979501
"111","IPO8",0,4.544484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.719804,0,0,2.246354,0,0,2,31.8620840258127,17.8743018991756
"112","STX7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.508838,0,0,0,0,0,0,0,0,1,-20.2566803907744,15.245930670804
"113","SLC31A1",0,0.7795015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.4531440861336,0.491415749563321
"114","ABCC4",0,-0.06999441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.939476,0,0,2,33.8916218875827,34.1509341928144
"115","CD3EAP",0,0,0,0,0,0,0,0,0,0,2.133604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-22.1307905269538,31.7957756640389
"116","P4HA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.241931,0,0,0,0,5,26.8172761574658,-29.0316426741261
"117","NUP42",0,0,0,0,0,0,0,0,0,0,2.133604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-22.1307905269661,31.7957756640067
"118","DHX15",0,0,0.9937024,0,0,0,0,0,0,0,29.96826,0,0,0,0,0,0,0,0.8982091,0,0,0,0,0,0,0,0,7,-52.5543023271012,24.8406363205854
"119","RNMT",0,0,0,0,0,0,0,0,2.106841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-2.86967806220605,6.47921474000022
"120","TTI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5503971,0,0,1.778963,0,0,2,10.0399919126414,31.1881293677547
"121","RRP8",0,0,1.209538,0,0,0,0,0,0,0,18.66318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-49.6458182463191,28.4016342622071
"122","CYB5B",0,0,0,0,2.046158,0.2190731,0,0,0,10.02548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46.9122853663306,-10.6908951175743
"123","PHGDH",1.166991,2.730749,0,0,0.1588509,2.675245,0,0,3.725264,17.29021,-7.424866,0,0,10.54614,0,-5.457551,10.83597,0,2.997798,9.351288,1.970533,5.066466,-0.4364955,-1.004881,-2.648999,12.22469,0.4063067,3,38.0829011916322,-16.7758736249279
"124","PSMD3",0,0.9617464,0,0,0,2.721158,0,0,-0.552804,-0.3506443,-1.316025,0,0,-0.03114096,-0.3835023,-0.7899695,0,0,-0.3986382,0,0,3.002649,7.377414,-0.2469302,9.61398,2.197377,0,2,32.9970510653437,31.4730062049346
"125","RBFOX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20248,0,0,0,0,0,0,0,0,0,0,0,0,8,4.30797028600957,-43.2857227371186
"126","ZW10",0,4.559634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081521,0,0,20.33537,0,0,2,39.366145869761,28.3508039417136
"127","SART1",2.388871,0,0,0,0,0,0,0,2.178485,0,0.3418446,0,0,1.874443,0,0,0,0,3.373015,0,0,0,0,0,0,0,0,1,-14.7987201174567,17.6245304931414
"128","GPAA1",0,0,0,0,0,0,0,0,0.9097043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.263131,0,0,2,31.422574338826,35.9414012569825
"129","EEF1E1",0,0.1849043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.318618,0,0,0.6502467,0,0.7524241,6,17.4866463131635,-1.92272470399796
"130","MSI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.085276,0,0,0,0,0,0,0,0,0,0,0,0,8,6.40490027629452,-49.4689091372766
"131","HNRNPR",0,0,7.263501,0,5.286525,0,0,0,0,0,24.19637,0,0,0,0,0,0,0,9.009625,0,0,0,0,0,0,0,0,7,-50.0480593500548,23.5748683563165
"132","TXNL1",0,0,0,0,0,11.02741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.94151426681667,-12.4589444510652
"133","EMC8",0,0,0,0,0,0.7302648,0,0,0.675156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3186248,0,0,6,5.21777340904922,-6.16277006691776
"134","COCH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378305,0,0,0,0,5,25.5022649999237,-26.7943369795393
"135","PPIH",0,0,0,0,0,0,0,0,0,0,0.7040893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-17.7986751922524,26.6195352459425
"136","B4GAT1",0,2.126595,0,0,0,0,0,0,0.01448746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5481032,0,5.833844,0,0,2,29.9799944828179,32.7033399586429
"137","DENR",0,0,0,0,0,0,0,0,4.035476,0,0,4.64492,6.54486,0,0,2.080021,0,5.873066,0,0,3.836323,0,0,0,0,0,0,1,-14.42377036444,-17.9763299385401
"138","XPOT",0,24.51086,0,0,0,-0.6356547,0,0,-0.9145387,-0.8433755,-2.071387,0,0,-0.6293083,0,0,0,0,-0.664933,0,0,30.54416,-0.2773721,0,11.21494,-0.6667385,0,2,40.2694908826725,21.1600249041068
"139","TIMM44",0,9.833317,0,0,0,0,0,0,-0.5640964,11.67973,0,0,0,0,0,0,0,0,-0.2146295,0,0,15.33159,3.519471,-0.3711358,1.853547,0,0,2,41.0640625170903,18.4513948610222
"140","CHMP2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.689196,0,0,0,8,-0.013191569892594,-29.6199746629906
