"","ROW_NAMES","SARS.CoV2_E","SARS.CoV2_M","SARS.CoV2_N","SARS.CoV2_nsp1","SARS.CoV2_nsp2","SARS.CoV2_nsp4","SARS.CoV2_nsp5","SARS.CoV2_nsp5_C145A","SARS.CoV2_nsp6","SARS.CoV2_nsp7","SARS.CoV2_nsp8","SARS.CoV2_nsp9","SARS.CoV2_nsp10","SARS.CoV2_nsp11","SARS.CoV2_nsp12","SARS.CoV2_nsp13","SARS.CoV2_nsp14","SARS.CoV2_nsp15","SARS.CoV2_orf3a","SARS.CoV2_orf3b","SARS.CoV2_orf6","SARS.CoV2_orf7a","SARS.CoV2_orf8","SARS.CoV2_orf9b","SARS.CoV2_orf9c","SARS.CoV2_orf10","SARS.CoV2_Spike","clusterNum","tsne1","tsne2"
"2081","CPVL",0,0.05110082,0,0,0,0,0,0,0,0,0,0,0,2.56759,0,0,0,0,0,0,0,1.046957,1.441466,0,0,0,0,1,-5.47560643834564,-15.2543278299882
"2082","C12orf65",0,0,0,0,0,0,0,0,5.251381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-2.88851145646038,10.3575926392881
"2083","GHITM",0,-0.2582411,0,0,0,0,0,0,-4.457929e-05,0.06666813,0,0,0,0,0,0,0,0,1.262693,0,0,0,0,0,9.99802,0,0,2,35.862357159108,32.8797907703618
"2084","TMX1",2.19002,0.8734037,0,0,0,0.07004678,0,0,0,0.08165067,0,0,0,0,0,0,0,0,0,0,0,0,8.725106,0,0,0,0,5,30.2898980869206,-37.0595401134971
"2085","PIGM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064142,0,0,2,11.0302172541482,35.2436915179364
"2086","UNC45A",0,0.3538674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8951529,7.139812,0,0,11.84425,0,0,2,34.8271226670744,29.6635445968864
"2087","MFSD1",0,1.582624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19.0044191303866,8.31903487980258
"2088","POFUT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.620236,0,0,0,0,5,28.9754131669888,-35.2384405280677
"2089","PIGU",0,3.056668,0,0,0,0,0,0,1.24842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.565413,0,0,2,28.3057532859645,22.9898402537585
"2090","SMOC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.918383,0,0,0,0,5,28.3207038837121,-32.38743448535
"2091","TRABD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.873593,0,0,2,32.4478846709191,34.6703294480677
"2092","MTG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701853,0,0,0,0,5,20.9825322318247,-20.5235185416263
"2093","SENP3",0,0,0,0,0,0,0,0,0,0,1.848425,0,0,0,0,0,0,0,0,0,0,0,0.3782583,0,0,0,0,7,-20.1353832557261,31.3801493178034
"2094","RNF41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.6337,0,0,0,0,0,0,0,0,0,1,-17.1113037957457,-18.7509045889114
"2095","ESF1",0,0,0,0,0,0,0,2.375224,0,0,7.378691,0,0,0,0,0,0,0,0,0,0,0,0,1.107889,0,0,0,7,-38.4828808736617,36.6561030497689
"2096","HEATR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2325538,0,0,20.16598,0,0,23.74051,0,0,2,38.9378258885662,22.5300721675857
"2097","ELOVL6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6811669,0,0,6,0.091328980776812,-4.23742448394567
"2098","TFB2M",0,1.131801,0,0,0,0,0,0,0,0,0,0,0,0.1189041,0,0,0,0,0,0,0,-0.08057798,2.072003,0,6.575718,0,0,2,31.0062032781501,32.8343470238385
"2099","NSUN3",0,0.0176545,0,0,2.385209,1.146433,0,0,0.275851,0,0,0,0,0,0,0,0,0.8414874,0.3267257,0,0,0,0,0,0,0,0.5851743,1,-21.211011377674,-1.99364396069512
"2100","CCDC86",0,0,0.5350015,0,0,0,0,0,0,0,7.826095,0,0,0,0,0,0,0,1.506946,0,0,0,0,0,0,0,0,7,-38.8043702080981,33.6295489736951
"2101","NOL6",0,0,0.02980715,0,0,0,0,0,0,0,11.77678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-44.5298090062907,32.9799201899007
"2102","YTHDC2",0,0,0.7029038,0,0,0,0,0,0,0,7.914957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-39.1850102190882,34.7237340665286
"2103","DCTPP1",0,-1.168868,0,0,-0.261417,-0.2633346,1.525727,0,0.1377627,-0.4211947,0,-0.1423649,0,0,0,-1.047337,0,0,-0.4533507,1.354759,0.824709,-0.513159,0,77.08554,0,0,0.5070124,8,-3.39380153295331,-32.3381332618518
"2104","RPF2",0,0,0,0,0,0,0,0,0,0,10.45562,0.2669371,0,0,0,0,0,0,0.7054614,0,0,0,0,0,0,0,0,7,-42.7791706188861,33.2403920242855
"2105","C8orf33",0,0,5.288869,0,0,0,0,0,0.01448746,0,6.959159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-38.869892538014,25.9307182209189
"2106","ATP13A3",0,2.629528,0,0,0,0,0,0,15.87763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.685582651891798,14.28560374536
"2107","METTL17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.540079,0,0,0,0,5,23.0507605900312,-24.5445891884854
"2108","ZNF703",0.3021366,0,0,0,0.1056357,0,0,0,0,0,0,6.911399,0,0.743246,5.43669,0,0,0.5258629,0,0.5493063,0.3743897,-0.06710672,0,0,-0.3963046,0.09015183,0.2695499,4,-18.2112506922977,-29.4796827606343
"2109","ZNF696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701853,0,0,0,0,5,20.0514123946251,-21.0401978647868
"2110","PTGES2",0,0,0,0,0,0,0,0,0,17.87154,0,0,0,0,0,0,0,0,0,0,1.232286,0,2.146714,0,0,0,0,3,49.6967224216664,-10.8851012386438
"2111","PHAX",0,0,0,0,0,0,0,0,0,0,2.837693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-25.16774235574,32.385998121976
"2112","ACAD9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.22058,0,0,2,41.6401402909089,27.1211003362665
"2113","NT5DC2",0,0,0,0,15.24716,0,0,0,0,0,0,0,0,0,0,9.919398,0,0,0,0,0,0,0,0,0,0,0,1,-23.7491412665952,2.2453582011453
"2114","PRKRIP1",0.5570984,0,0,0,0,0.2702971,0,0,0,0,0,0,0,0,0,-0.02649727,0.8371873,0,1.914914,0,1.752258,0.8558866,0.01571621,0,0,0,0,1,-14.0226434189841,16.4996004192844
"2115","CAAP1",0,0,0,0,0,0,0,0,0,0,0.7040893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-17.5227016539809,26.7370901449914
"2116","NOL11",0,0,0,0,0.8172486,0,0,0,0,0,0,0,0,0,0,0,0,0,1.941813,0,0,0,0,0,0,0,0,1,-16.443057216133,14.879831832652
"2117","DDX31",0,0,0,0,0,0,0,0,0,0,7.830327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-39.2547693433707,35.4482184756621
"2118","BRD9",0,0,0,0,0,3.311536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.02948843772266,-9.21371721983704
"2119","PLEKHF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.918383,0,0,0,0,5,28.320570004333,-32.3876387240249
"2120","JPT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.78889,0,0,0,0,0,0,0,1,-11.6194639373844,7.62499470701283
"2121","RNF121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6811669,0,0,6,-1.84448773884881,-4.5259845673371
"2122","SLC25A22",0.05333504,3.42204,0,0,-0.544759,0.444071,0,0,-0.7847873,6.066978,-2.633095,0,0,5.043908,0.04910767,0,0,0,-0.7227372,0.2692439,0.2722839,0.4575026,4.964892,0,2.394316,7.952108,-0.2987465,3,36.8686972087792,-17.3350607515679
"2123","QTRT2",0,0.5168256,0,0,0,0,0,0,0.0628903,0,0,0,0,0,0,0,0,0,0,0,0,1.216411,2.775851,0,1.823978,0,0,5,28.7052991807603,-23.0409632546367
"2124","LRRC40",0,0,0,0,10.75552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-22.8878640521304,1.87478135201276
"2125","SFXN1",0,1.061934,0,0,0,0,0,0,0,1.10284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.914195,0,0,2,23.3117706635975,24.1972343282148
"2126","ISG20L2",0,0,0,0,0,0,0,0,0,0,10.34845,0,0,0,0,0,0,0,0,0.7087133,0,0,0,0,0,0,0,7,-42.9174756982813,33.7687555424931
"2127","L2HGDH",0,0,0,0,0,0,0,0,0,0.5713023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45053,0,0,2,14.6045477324267,35.6892674950226
"2128","SEC61A2",0,2.89167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65995,0,0,2,27.8993540776391,23.3517602927786
"2129","FKRP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6811669,0,0,6,-0.75532585068394,-5.02919577558024
"2130","NMNAT1",0,0,0,0,0,0,0,0,0,0,2.133604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-21.5382719430182,31.3263207036895
"2131","PLEKHA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.1484,0,0,0,0,0,0,0,0,0,0,0,0,8,6.31764351423501,-56.7342961712653
"2132","XPO5",0,8.558977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.80282,0,0,11.52472,0,0,2,38.3057702753965,20.9540567577509
"2133","GRPEL1",0,0,0,0,0,0,0,0,0,0,0,0,12.22403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-2.22284815491981,-21.0403879069438
"2134","BRF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6811669,0,0,6,0.385689895250245,-4.62646391582634
"2135","CACYBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.801,0,0,0,0,0,0,0,0,0,4,-17.181263637618,-19.039547075215
"2136","PDF",0,0,0,0,0,0.2987853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.143808,0,0,0,0,5,29.1990358724434,-36.1349248755027
"2137","PARVG",0,0,0,0,5.98724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-21.7885247546107,0.668550597528477
"2138","AS3MT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.347827,0,0,0,1.260919,0,0,0,0,0,0,0,4,-25.6747231160129,-22.9823938947282
"2139","PLGRKT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39958,0,0,0,0,0,0,6,6.30162424065635,5.07889008481851
"2140","TMEM165",0,4.559591,0,0,0,2.557778,0,0,0.08489392,1.960402,-0.9260415,0,0,-0.1656949,0,0,0,0,-0.286969,0,0,1.975687,-0.5195669,0,3.612929,0.05234671,0,2,29.6127226274703,20.99774308058
"2141","SLC25A19",0,0.6869002,0,0,0,0,0,0,0,0.8515673,0,0,0,0,0,0,0,0,0,0,0,0,2.30072,0,2.164127,0,0,5,29.3536449847934,-21.4885050676279
"2142","SENP2",0,0,0,0,3.591601,0,0,0,0,0,0,1.815526,0,0,0.8683619,0.4648214,0,5.718206,0,0,0,0,0,0,0,0,2.134545,1,-18.3803971849107,-16.7134436356844
"2143","MCCC2",0,0,0,0,0,0,0,0,71.09038,0,0,0,0,0,0,49.85135,0,0,0,0,0,0,0,0,0,0,0,6,1.4479132680061,16.3668107701876
"2144","NCOA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.298705,0,0,0,0,0,0,0,0,1,-17.6255975254779,16.3925205731573
"2145","MOV10",0,0,7.820235,0,0,0,0,0,0,0,4.160748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-38.7799510659042,24.9138656286098
"2146","CWC22",19.52355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-16.750385087237,-8.81882295122793
"2147","RAVER2",2.569195,0,0,3.559677,1.054084,0,0,0,0,0,0,0,0,1.108374,0,0,0,0,1.687269,0,0,0,0,0,0,0,1.38688,1,-6.06951548520104,-0.710581132885951
"2148","SDF2L1",0,-1.155382,0,0,0,1.494441,0,0,0,0,-0.8220536,0,0,0,0.5493481,0,0,0,0,0,0,0,28.74647,-0.2954843,-1.5517,13.77705,6.848446,5,28.1047718875769,-46.5936329114205
"2149","PREB",9.716725,0.8732393,0,0,0,0,0,0,-0.263121,2.413266,0,0,0,0,0,0,0,0,0.04355965,0,0,0,2.416433,0,4.201834,0,0,1,-15.7851342219684,-7.46985591534046
"2150","SEPSECS",0,0,0,0,0,0,0,0,0,0,9.238506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-41.24254452573,34.338713667663
"2151","TM9SF3",0.8141865,0,0,0,0,0,0,0,0.1200054,0,0,0,0,0,0,0,0,0,-0.1237192,0,0,0,0,0,21.82891,0,0,2,40.2587027364616,29.045748473352
"2152","APMAP",0,-0.1947845,0,0,0,0.1185208,0,0,0,2.378251,0,0,0,0,0,0,0,0,0,0,0,0.03607879,0.6963595,0,3.957106,0,0,2,21.7848664652386,34.0278794696671
"2153","ABCB6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.745309,0,0,2,17.8850116356253,37.3756961214105
"2154","RAB18",0,1.920962,0,0,0,0,0,0,0,5.673748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43.3432958008921,-8.96375973774281
"2155","DYNLRB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4723673,2.23029,0,0,0,8,2.35828462260876,-26.8105007497573
"2156","ENY2",5.144387,2.111934,0,0,0,1.722523,0,0,0,0,0,0,0,0,0,1.041075,0,0,0,0,0,1.390257,0,0,0.06348953,0,0,1,-13.746845183014,-6.29976152374811
"2157","EXOSC4",0,0,0,0,0,0,0,0,0,0,9.238506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-41.2417124054192,34.3372382241006
"2158","NOP10",0,0,0.2241069,0,0,0,0,0,0,0,5.106936,0,0,0,0,0,0,0,0.3257332,0,0,0,0,0,0,0,0,7,-33.2096115139925,35.4526882083211
"2159","MED4",0,0,0,0,0,0,0,0,0,0,0,2.05671,0,0,0,1.151738,0,0,0,0,0,0,0,0,0,0,0,4,-17.3038530577445,-26.0951040686068
"2160","TIMMDC1",0,0.9758315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32938,0,0,2,29.2106597050148,34.6551461257429
"2161","MRPL40",0.5855866,0,0,0,0.3890858,0,0,0,0.9692212,0,0,0,0,3.529711,0,0.4785263,0,0,0,0,0,0,0,0.4366371,0,0,0,1,-8.55575495959034,-15.1404006118746
"2162","PPAN",0,0,6.858744,0,-0.06132864,0,0,0,0,0,16.82848,0,0,0,0,0,0,0,-0.1558631,0,0,0,0,0,0,0,0,7,-47.9451670579818,25.765090665837
"2163","WASH6P",0,0,0,0,1.183107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-19.516713679514,-3.07286596234395
"2164","RTN4",0,22.82094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.216061,0,0,2,37.9732270734662,13.7924489375832
"2165","DDX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.230659,0,0,0,8,3.00956655350093,-25.0084050874241
"2166","EXOSC5",0,0,0,0,0,0,0,0,0,0,7.830327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-39.2547694378045,35.4482184203131
"2167","EXOSC3",0,0,0,0,0,0,0,0,0,0,13.50571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-46.1136613602354,31.8042670787743
"2168","ZC4H2",0,0,0,0,0,6.623072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.24146216554622,-10.800894022991
"2169","ENTPD7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6811669,0,0,6,-1.21678432790461,-3.84899660613984
"2170","DDX21",0,0,78.26892,0,0,0,0,0,0,0,78.51398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-50.9176938578053,17.0670605820875
"2171","EIF2B3",0.6909018,0.09079525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007539382,5.131493,0,6,16.3506218075153,-8.08324043540439
"2172","PXMP2",0,0,0,0,0,0,0,0,0,1.315976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.550422,0,0,2,21.9933216974793,34.6129766075907
"2173","ST7",0,0.7795015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11.8744565253446,1.00655552238866
"2174","AAAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064142,0,0,2,10.0996455291696,35.8748474621043
"2175","ABCB10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.192426,0,0,2,31.2375821619135,35.1547416907009
"2176","AASDHPPT",0,0,0,0,0,0.5015262,0,1.263588,0,0,0,0,0,0.6185662,0,0,0,1.012054,0,1.035497,0,0,0.2469454,0,0,0,0,1,-22.4426720934455,-10.9493009044582
"2177","OSTC",0.2890322,0.6000853,0,0,0,0.002230948,0,0,1.640695,1.150586,-0.3864866,0,0,0,0,0,0,0,0,0,1.208003,0.8655987,-0.03786282,0,1.122353,0,0,2,10.6123883313311,17.4378022268658
"2178","VPS45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06602,0,0,2,37.6215219212373,31.2779814005631
"2179","PNO1",0,0,0,0,0,0,0,0,4.267845,0,0,0,0,0,0,0,0,0,0,0,5.868024,0,7.997214,0,0,0,0,5,31.6218383713676,-36.2024871422126
"2180","SERINC1",0,5.006936,0,0,0,0,0,0,1.35278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93106,0,0,2,28.4695665129044,17.5182002013934
"2181","AGPAT4",0,1.375674,0,0,0,0,0,0,0,0.3877864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.20918,0,0,2,37.9910273849442,30.6206815565393
"2182","AGPAT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.064142,0,0,2,11.2470021410591,35.476701457571
"2183","HELLS",2.715063,0,0,0,1.151816,0,0,0,0.8565913,0,0,0,0.6613392,0,0.3529837,0.9465916,0,0.7538385,0,0,0,0,0,0,0,0,0,1,-12.1608477619773,-8.62307775292985
"2184","TOMM22",0,2.504452,0,0,0,3.953212,0,0,-0.04619562,0.5336886,-0.6794066,0,0,0,0,0,0,0,0,0,9.289172,0,-0.4559262,0,3.103307,0,0,6,7.83101549814195,7.38692625894324
"2185","FARSB",0,0,0,0,0,0,0,0,17.82954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-0.7116760493897,14.5762908199423
"2186","FAM207A",0,-0.2432585,0,0,0.1603472,0,0,0,0.01493797,0,-0.1725142,0,0,0.1870868,0,-0.2267476,0,0,0.06581268,0,0,-0.01239527,6.788252,0,0,0,1.132833,5,29.7755681701122,-34.3097829889671
"2187","DIAPH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.62731,0,0,27.69862,0,0,0,0,0,2,39.4042863576899,19.0866822194161
"2188","PDS5B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.010365,0,0,0,0,0,6,16.7696418980156,-2.02933316861887
"2189","SMC4",2.024123,-0.3944882,0,2.227201,1.232165,0.3676234,0,0,0,0,0,0,0,0,2.025358,-0.5317534,0,0,0.3547928,3.020292,1.455667,0.117799,-0.4038338,0,1.076262,0,2.756826,1,-10.2228200743104,1.82782218451993
"2190","OLA1",0,0,0,0,0,0,0,0,0,0,9.963931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-42.3115069134997,33.9112186512823
"2191","ECHDC1",0,3.141627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25.2453104301111,11.5301166085629
"2192","MDN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.48333,0,0,0,0,0,2,39.276200866575,19.2322627515762
"2193","ZCCHC3",0,0,3.977693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-34.3939548173508,20.0299151965369
"2194","DECR2",0,1.375674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.015855,10.81741,0,-0.02409293,0,0,5,30.7278645370668,-39.2934912474749
"2195","TCP11L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9811083,0,0,0,0,0,0,0,0,0.6094874,0,0,0,0,1,-5.95309115816988,-12.7681587412983
"2196","SLC39A9",0,1.668979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.370995,0,0,2,14.5124435063011,21.4191421033966
"2197","TMEM106B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.433533,0,0.3153082,0,0,5,19.614756101031,-19.5528141426035
"2198","LMBRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.382975,0,0,2,7.74034435947441,27.8956575159214
"2199","AGPAT5",0,3.88872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03550778,0,2.436548,0,0,2,27.0930269408079,20.4819650215068
"2200","SPATS2L",0,0,0.1636106,0,0,0,0,0,0,0,7.51433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-38.5601421877918,35.3625592797389
"2201","DCAF13",1.877224,0,0,0,0,0,1.374636,0,0,0,0,0,0,0,0,0,0,0,0.3998665,0.9380715,0,0,0,0,0,0.4789171,1.811063,1,-10.7784723700693,-4.07963029446861
"2202","IMP3",0,0,0,0,0,0,0,0,0,0,1.161195,0,0,0,0,0,0,0,0.7227141,0,0,0,0,0,0,0,0,7,-19.4484955483987,27.3799802179354
"2203","EXOC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.451861,0,0,0,0,0,0,6,4.95857651770532,1.9136592608778
"2204","NDFIP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.32071,0,0,2,36.0246721553085,32.566829867882
"2205","TMEM30A",0,0,0,0,0,0.2433109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.596144,3.535317,0,0.5985746,0,0,5,26.5798870067375,-25.3593943332961
"2206","UQCC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.202711,1.637901,0,2,13.2578278442877,38.2830185424009
"2207","TMEM184C",0,1.118216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9185666,0,0,2,13.2345627655738,21.0138731380945
"2208","EXD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.382975,0,0,2,7.22475781543689,28.4155685570265
"2209","DNAJC11",0,-0.1730731,0,0,0,31.27538,0,0,-0.1571312,0,0,0,0,0,0,0,0,0,0,0,0.1030692,-0.3384273,0,0,4.044976,0,0,6,9.62063861502012,-14.9228651769892
"2210","INTS7",0,3.381414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5450541,0,0,2,25.5168767116805,12.5360471925573
"2211","FANCI",0,37.29501,0,0,0,0,0,0,0,-0.6966292,0,0,0,0,0,0,0,0,-0.6885857,0,0,26.6496,-1.431834,0,23.8236,-0.602802,0,2,40.5359086162283,21.4534645252416
"2212","ATAD3A",3.943213,-0.5791341,0,12.90548,0,8.092733,0.3116636,0,-0.9052935,-0.8527558,-1.047589,0,0,4.036924,3.322869,-1.393084,0,0,0.2171477,0,4.672312,2.854789,2.898802,-0.5210202,-0.446971,0.06388943,0,1,-33.9444063353688,1.50037251980319
"2213","ARL8B",0,0,0,0,0.7231395,0,0,0,0,3.06152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39.0000540815592,-9.38666795898344
"2214","GNL3L",5.455407,0,0,0,0,0,0,0,3.041314,0,0,0,0,0,0,0,0,0,4.260415,0,13.76951,0,0,0,0,0,7.486118,6,6.02381750803835,7.08214291147171
"2215","DDX18",0,0,6.07061,0,0,0,0,0,0,0,30.39775,0,0,0,0,0,0,0,4.228062,0,0,0,0,0,0,0,0,7,-51.7508520275369,23.8862347724096
"2216","DNAAF2",0,0,0,1.175353,0.6519927,0,0,0,0,0,0.1729748,0.7106303,0,0,0,0,1.128583,0,0,0,0,0,0,0,0,0,0,4,-30.4854119889001,-14.7249212283511
"2217","SDAD1",0,0,0,0,0,0,0,0,0,0,2.837693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-24.4593203631766,33.454911706201
"2218","MTPAP",0,0,0,0.7148893,0,0,0,0,0.04611995,0,0,0,0,0.9176357,0,0,0,0,0,0,0,0.0187867,8.121014,1.833149,0,0,0,5,28.1788386155495,-36.3215466020767
"2219","AIG1",0,1.314304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3153082,0,0,6,18.1905433892968,7.86346389251531
"2220","RLIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378305,0,0,0,0,5,25.539232782907,-26.6957961842904
"2221","RBM28",0,0,19.72983,0,0,0,0,0,0,0,29.77613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-49.9219753890317,20.9158757333917
"2222","RBM22",0.9893009,0,0,2.867529,0,0,0,0,2.26081,0,0,2.320129,1.255732,0,0,-0.195575,0,1.443533,1.702799,0,0,0,-0.1098689,0,0,0,2.744425,1,-7.80751086363826,-1.99362355304932
"2223","DMAC2",0,1.263514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.441466,0,0.9655298,0,0,5,23.1043163020029,-15.2663937452729
"2224","FKBP14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.241931,0,0,0,0,5,27.0677556818681,-28.8505435767276
"2225","RMND1",0,1.380047,0,0,0,0,0,0,1.180529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.082064,0,0,2,13.5856954751124,19.4143950958064
